,Code,EPS,DPS,NTA,Revenue,Profit/Loss,NQuarter,Quarter Date,Financial Date,Announced,Net
10759,8206,1.17,0,1.46,"498,686k","34,453k",2,30/4/2018,31/10/2018,28/6/2018,2.30%
10760,8206,0.82,0,1.45,"563,591k","24,088k",1,31/1/2018,31/10/2018,29/3/2018,79.30%
10761,8206,1.14,0,1.45,"899,015k","33,712k",4,31/10/2017,31/10/2017,15/12/2017,14.80%
10762,8206,0.89,0,1.44,"762,918k","26,092k",3,31/7/2017,31/10/2017,14/9/2017,41.50%
10763,8206,1.16,0,1.43,"670,018k","33,681k",2,30/4/2017,31/10/2017,15/6/2017,2.90%
10764,8206,4.17,0,1.42,"592,714k","116,165k",1,31/1/2017,31/10/2017,16/3/2017,462%
10765,8206,1.21,0,1.38,"740,988k","29,354k",4,31/10/2016,31/10/2016,8/12/2016,49.10%
10766,8206,1.89,0,1.38,"727,336k","44,580k",3,31/7/2016,31/10/2016,27/9/2016,374.60%
10767,8206,1.47,0,1.36,"614,602k","34,676k",2,30/4/2016,31/10/2016,28/6/2016,193.70%
10768,8206,0.87,0,1.34,"463,511k","20,671k",1,31/1/2016,31/10/2016,24/3/2016,575.70%
10769,8206,0.83,0,1.34,"681,935k","19,693k",4,31/10/2015,31/10/2015,10/12/2015,0%
10770,8206,0.41,0,1.33,"454,277k","9,393k",3,31/7/2015,31/10/2015,17/9/2015,0%
10771,8206,0.79,0,1.27,"417,822k","11,807k",2,30/4/2015,31/10/2015,17/6/2015,0%
10772,8206,0.6,0,0.65,"158,027k","3,059k",-,31/1/2015,31/10/2015,19/3/2015,0%
10773,8206,0.54,0,1.29,"36,035k","1,372k",-,31/10/2014,31/10/2014,10/12/2014,0%
10774,8206,0.3,0,1.28,"35,633k",766k,-,30/9/2014,31/10/2014,20/11/2014,2737%
10775,8206,0.66,0,1.28,"27,254k","1,684k",-,30/6/2014,31/10/2014,21/8/2014,84.60%
10776,8206,1.02,0,1.27,"26,853k","2,572k",-,31/3/2014,31/10/2014,22/5/2014,61.50%
10777,8206,0.31,0,1.27,"22,620k",787k,1,31/12/2013,30/9/2014,25/2/2014,88.10%
10778,8206,0.01,0,1.27,"43,983k",27k,4,30/9/2013,30/9/2013,28/11/2013,99.20%
10779,8206,4.32,0,1.26,"43,965k","10,935k",3,30/6/2013,30/9/2013,29/8/2013,383.60%
10780,8206,2.63,0,1.21,"33,541k","6,674k",2,31/3/2013,30/9/2013,29/5/2013,1017.90%
10781,8206,2.62,0,1.2,"34,837k","6,632k",1,31/12/2012,30/9/2013,27/2/2013,557.30%
10782,8206,1.32,0.75,1.17,"24,460k","3,336k",4,30/9/2012,30/9/2012,29/11/2012,502.40%
10783,8206,0.89,0,1.18,"17,452k","2,261k",3,30/6/2012,30/9/2012,29/8/2012,10177.30%
10784,8206,0.24,0,1.17,"10,580k",597k,2,31/3/2012,30/9/2012,25/5/2012,254.70%
10785,8206,0.4,0,1.17,"12,794k","1,009k",1,31/12/2011,30/9/2012,28/2/2012,213.60%
10786,8206,-0.31,0,1.16,"10,105k",-780k,4,30/9/2011,30/9/2011,25/11/2011,11.10%
10787,8206,0.01,0,1.17,"15,105k",22k,3,30/6/2011,30/9/2011,29/8/2011,144.90%
10788,8206,-0.15,0,1.17,"14,392k",-386k,2,31/3/2011,30/9/2011,27/5/2011,79.80%
10789,8206,-0.35,0,1.17,"16,112k",-888k,1,31/12/2010,30/9/2011,25/2/2011,31.70%
10790,8206,-0.3,0,1.17,"15,130k",-771k,4,30/9/2010,30/9/2010,29/11/2010,73.10%
10791,8206,-0.02,0,1.17,"22,027k",-49k,3,30/6/2010,30/9/2010,25/8/2010,94.80%
10792,8206,-0.75,0,1.17,"12,808k","-1,908k",2,31/3/2010,30/9/2010,26/5/2010,34.40%
10793,8206,-0.51,0,1.18,"13,955k","-1,300k",1,31/12/2009,30/9/2010,25/2/2010,20.10%
10794,8206,-1.17,0,1.19,"10,272k","-2,968k",4,30/9/2009,30/9/2009,26/11/2009,294.70%
10795,8206,-0.37,0,1.2,"13,023k",-935k,3,30/6/2009,30/9/2009,26/8/2009,171.20%
10796,8206,-1.15,0,1.2,"3,684k","-2,908k",2,31/3/2009,30/9/2009,25/5/2009,360.90%
10797,8206,-0.64,0,1.21,"3,978k","-1,627k",1,31/12/2008,30/9/2009,26/2/2009,503.70%
10798,8206,-0.3,0,1.22,"25,728k",-752k,4,30/9/2008,30/9/2008,27/11/2008,117.30%
10799,8206,0.52,0,1.23,"25,956k","1,314k",3,30/6/2008,30/9/2008,27/8/2008,17.70%
10800,8206,-0.25,0,1.22,"16,597k",-631k,2,31/3/2008,30/9/2008,26/5/2008,113.10%
10801,8206,0.16,0,1.23,"13,132k",403k,1,31/12/2007,30/9/2008,27/2/2008,149.80%
10802,8206,1.85,0.59,1.23,"19,035k","4,676k",4,30/9/2007,30/9/2007,27/11/2007,135.40%
10803,8206,0.63,0,1.21,"15,521k","1,596k",3,30/6/2007,30/9/2007,28/8/2007,751.40%
10804,8206,1.91,0,1.2,"10,859k","4,832k",2,31/3/2007,30/9/2007,29/5/2007,504.70%
10805,8206,-0.32,0,1.19,"7,550k",-809k,1,31/12/2006,30/9/2007,28/2/2007,4357.90%
10806,8206,0.78,0.33,1.19,"12,691k","1,981k",4,30/9/2006,30/9/2006,30/11/2006,21.30%
10807,8206,-0.1,0,1.18,"10,618k",-245k,3,30/6/2006,30/9/2006,28/8/2006,115.60%
10808,8206,-0.47,0,1.18,"11,816k","-1,195k",2,31/3/2006,30/9/2006,29/5/2006,381.20%
10809,8206,0.01,0,1.19,"11,730k",19k,1,31/12/2005,30/9/2006,16/3/2006,97.70%
10810,8206,0.64,0,1.19,"11,783k","1,633k",4,30/9/2005,30/9/2005,29/11/2005,35.90%
10811,8206,0.62,0,1.19,"16,922k","1,569k",3,30/6/2005,30/9/2005,29/8/2005,185.30%
10812,8206,0.17,0,1.18,"17,676k",425k,2,31/3/2005,30/9/2005,30/5/2005,81.30%
10813,8206,0.33,0,1.19,"19,939k",840k,1,31/12/2004,30/9/2005,28/2/2005,39.30%
10814,8206,1.12,0,1.2,"19,648k","2,836k",4,30/9/2004,30/9/2004,29/11/2004,1.20%
10815,8206,0.22,0,1.19,"16,433k",550k,3,30/6/2004,30/9/2004,26/8/2004,92.10%
10816,8206,0.9,0,1.19,"25,792k","2,268k",2,31/3/2004,30/9/2004,27/5/2004,407.40%
10817,8206,0.55,0,1.18,"16,594k","1,383k",1,31/12/2003,30/9/2004,27/2/2004,39.20%
10818,8206,1.14,1.08,1.17,"21,311k","2,882k",4,30/9/2003,30/9/2003,21/11/2003,39.30%
10819,8206,2.75,0,1.17,"33,403k","6,972k",3,30/6/2003,30/9/2003,29/8/2003,2.10%
10820,8206,0.18,0,1.15,"7,117k",447k,2,31/3/2003,30/9/2003,29/5/2003,87.40%
10821,8206,0.9,0,1.15,"9,665k","2,275k",1,31/12/2002,30/9/2003,25/2/2003,1.30%
10822,8206,2.01,1.08,1.15,"13,468k","5,084k",4,30/9/2002,30/9/2002,26/11/2002,7.20%
10823,5036,0.84,0,0.5221,"14,031k",485k,2,31/12/2018,30/6/2019,27/2/2019,22.20%
10824,5036,1,0,0.5141,"21,463k",577k,1,30/9/2018,30/6/2019,26/11/2018,11%
10825,5036,5.66,0,0.5224,"21,231k","3,279k",4,30/6/2018,30/6/2018,28/8/2018,329.30%
10826,5036,4.58,0,0.5567,"76,375k","2,652k",3,31/3/2018,30/6/2018,31/5/2018,671.60%
10827,5036,1.08,0,0.5154,"34,402k",623k,2,31/12/2017,30/6/2018,14/2/2018,60.20%
10828,5036,1.12,0,0.5082,"18,068k",648k,1,30/9/2017,30/6/2018,27/11/2017,180.90%
10829,5036,-2.47,0,0.5042,"31,507k","-1,430k",4,30/6/2017,30/6/2017,30/8/2017,5.80%
10830,5036,-0.8,0,0.5429,"9,632k",-462k,3,31/3/2017,30/6/2017,25/5/2017,69%
10831,5036,0.67,0,0.5506,"35,386k",390k,2,31/12/2016,30/6/2017,28/2/2017,147.30%
10832,5036,-1.38,0,0.4794,"8,215k",-801k,1,30/9/2016,30/6/2017,29/11/2016,3.70%
10833,5036,-2.04,0,0.4855,"10,471k","1,180k",4,30/6/2016,30/6/2016,29/8/2016,1803.20%
10834,5036,-2.57,0,0.5083,"8,278k","-1,490k",3,31/3/2016,30/6/2016,25/5/2016,202.70%
10835,5036,-1.42,0,0.5319,"9,317k",-825k,2,31/12/2015,30/6/2016,25/2/2016,165.30%
10836,5036,-1.44,0,0.543,"10,752k",-832k,1,30/9/2015,30/6/2016,24/11/2015,18.30%
10837,5036,0.11,0,0.5538,"9,646k",62k,4,30/6/2015,30/6/2015,26/8/2015,109.80%
10838,5036,2.51,0,0.5683,"17,279k","1,451k",3,31/3/2015,30/6/2015,28/5/2015,208%
10839,5036,-0.54,0,0.5267,"11,047k",-311k,2,31/12/2014,30/6/2015,25/2/2015,48.60%
10840,5036,-1.76,0,0.5308,"8,207k","-1,018k",1,30/9/2014,30/6/2015,26/11/2014,39.90%
10841,5036,-1.09,0,0.5437,"10,635k",-631k,4,30/6/2014,30/6/2014,28/8/2014,20.90%
10842,5036,-2.32,0,0.5606,"9,592k","-1,343k",3,31/3/2014,30/6/2014,28/5/2014,74.90%
10843,5036,-1.04,0,0.5783,"9,689k",-605k,2,31/12/2013,30/6/2014,28/2/2014,119.40%
10844,5036,-2.93,0,0.5957,"7,691k","-1,694k",1,30/9/2013,30/6/2014,27/11/2013,22%
10845,5036,-1.38,0,0.6277,"12,362k",-798k,4,30/6/2013,30/6/2013,27/8/2013,1834.80%
10846,5036,-1.33,0,0.6399,"10,462k",-768k,3,31/3/2013,30/6/2013,31/5/2013,58.60%
10847,5036,5.39,0,0.6519,"11,528k","3,122k",2,31/12/2012,30/6/2013,28/2/2013,261.40%
10848,5036,-3.75,0,0.5978,"9,367k","-2,172k",1,30/9/2012,30/6/2013,23/11/2012,27%
10849,5036,0.04,0,0.666,"11,174k",21k,4,30/6/2012,30/6/2012,16/8/2012,101.30%
10850,5036,-3.1,0,0.6739,"15,390k","-1,857k",3,31/3/2012,30/6/2012,24/5/2012,41.60%
10851,5036,-3.63,0,0.7009,"13,721k","-1,934k",2,31/12/2011,30/6/2012,29/2/2012,31%
10852,5036,-4.96,0,0.6211,"9,696k","-2,977k",1,30/9/2011,30/6/2012,25/11/2011,117.80%
10853,5036,-3.05,0,0.6657,"9,911k","-1,830k",4,30/6/2011,30/6/2011,25/8/2011,306.80%
10854,5036,-5.3,0,0.6966,"9,915k","-3,178k",3,31/3/2011,30/6/2011,27/5/2011,738.20%
10855,5036,-2.46,0,0.7503,"14,418k","-1,476k",2,31/12/2010,30/6/2011,25/2/2011,105.60%
10856,5036,-2.28,0,0.7824,"9,165k","-1,367k",1,30/9/2010,30/6/2011,26/11/2010,446.80%
10857,5036,1.48,0,0.8051,"13,883k",885k,4,30/6/2010,30/6/2010,26/8/2010,821.90%
10858,5036,0.83,0,0.7907,"19,977k",498k,3,31/3/2010,30/6/2010,27/5/2010,959.60%
10859,5036,-1.2,0,0.7833,"10,087k",-718k,2,31/12/2009,30/6/2010,25/2/2010,1337.90%
10860,5036,-0.42,0,0.8028,"13,146k",-250k,1,30/9/2009,30/6/2010,25/11/2009,554.50%
10861,5036,0.16,0,0.8065,"13,355k",96k,4,30/6/2009,30/6/2009,20/8/2009,92.70%
10862,5036,0.08,0,0.8054,"14,791k",47k,3,31/3/2009,30/6/2009,28/5/2009,78.30%
10863,5036,0.1,0,0.805,"35,200k",58k,2,31/12/2008,30/6/2009,25/2/2009,77.10%
10864,5036,0.09,0,0.8093,"13,486k",55k,1,30/9/2008,30/6/2009,27/11/2008,62.80%
10865,5036,0.79,0.58,0.7952,"10,707k",517k,4,30/6/2008,30/6/2008,26/8/2008,56.70%
10866,5036,0.29,0,0.7863,"15,167k",217k,3,31/3/2008,30/6/2008,21/5/2008,178.20%
10867,5036,0.39,0,0.783,"10,944k",253k,2,31/12/2007,30/6/2008,28/2/2008,33.60%
10868,5036,0.23,0,0.7919,"19,599k",148k,1,30/9/2007,30/6/2008,21/11/2007,31.50%
10869,5036,0.55,1,0.7954,"19,506k",330k,4,30/6/2007,30/6/2007,29/8/2007,72.40%
10870,5036,0.13,0,0.7773,"19,913k",78k,3,31/3/2007,30/6/2007,24/5/2007,112.70%
10871,5036,0.64,0,0.776,"12,081k",381k,2,31/12/2006,30/6/2007,23/2/2007,2640%
10872,5036,0.36,0,0.7696,"8,083k",216k,1,30/9/2006,30/6/2007,30/11/2006,485.70%
10873,5036,1.99,0,0.766,"9,823k","1,195k",4,30/6/2006,30/6/2006,30/8/2006,691.40%
10874,5036,-1.03,0,0.7461,"5,683k",-616k,3,31/3/2006,30/6/2006,23/5/2006,113.60%
10875,5036,-0.03,0,0.7564,"6,133k",-15k,2,31/12/2005,30/6/2006,27/2/2006,99.50%
10876,5036,-0.09,0,0.7565,"5,752k",-56k,1,30/9/2005,30/6/2006,30/11/2005,96.90%
10877,5036,0.25,0,0.7576,"8,278k",151k,4,30/6/2005,30/6/2005,30/8/2005,103.20%
10878,5036,7.54,0,0.7695,"9,658k","4,522k",3,31/3/2005,30/6/2005,27/5/2005,513.70%
10879,5036,-5.36,0,0.6941,"8,827k","-3,214k",2,31/12/2004,30/6/2005,25/2/2005,98%
10880,5036,-2.98,0,0.75,"6,380k","-1,786k",1,30/9/2004,30/6/2005,30/11/2004,49.80%
10881,5036,-8.22,0,0.7734,"4,864k","-4,929k",4,30/6/2004,30/6/2004,27/8/2004,87.30%
10882,5036,-1.82,0,0.857,"6,127k","-1,093k",3,31/3/2004,30/6/2004,28/5/2004,46.90%
10883,5036,-2.71,0,0.8753,"13,264k","-1,623k",2,31/12/2003,30/6/2004,20/2/2004,108.30%
10884,5036,-1.99,0,0.9023,"15,001k","-1,192k",1,30/9/2003,30/6/2004,21/11/2003,224.60%
10885,5036,-60.95,0,0.9148,"25,046k","-36,568k",4,30/6/2003,30/6/2003,29/8/2003,564.90%
10886,5036,-3.43,0,1.5347,"70,314k","-2,060k",3,31/3/2003,30/6/2003,27/5/2003,972.90%
10887,5036,-1.3,0,1.644,"62,644k",-778k,2,31/12/2002,30/6/2003,28/2/2003,114%
10888,5036,1.6,0,1.657,"39,007k",957k,1,30/9/2002,30/6/2003,29/10/2002,34.60%
10889,7471,0,0,0.77,"14,158k",-10k,4,31/12/2018,31/12/2018,28/2/2019,99.80%
10890,7471,-0.84,0,0.77,"11,619k","-2,710k",3,30/9/2018,31/12/2018,28/11/2018,279.60%
10891,7471,-0.8,0,0.77,"14,413k","-2,487k",2,30/6/2018,31/12/2018,30/8/2018,48.10%
10892,7471,-0.91,0,0.78,"21,808k","-2,820k",1,31/3/2018,31/12/2018,31/5/2018,54.50%
10893,7471,-1.54,0,0.79,"16,135k","-4,802k",4,31/12/2017,31/12/2017,28/2/2018,75.70%
10894,7471,-0.23,0,0.81,"15,072k",-714k,3,30/9/2017,31/12/2017,29/11/2017,84.90%
10895,7471,-1.54,0,0.81,"10,814k","-4,793k",2,30/6/2017,31/12/2017,30/8/2017,1457.80%
10896,7471,-1.99,0,0.83,"9,910k","-6,199k",1,31/3/2017,31/12/2017,31/5/2017,697.20%
10897,7471,-6.73,0,0.68,"14,731k","-20,958k",4,31/12/2016,31/12/2016,28/2/2017,30.80%
10898,7471,-1.52,0,0.75,"12,019k","-4,719k",3,30/9/2016,31/12/2016,28/11/2016,265.80%
10899,7471,0.11,0,0.76,"13,461k",354k,2,30/6/2016,31/12/2016,30/8/2016,105.20%
10900,7471,0.33,0,0.76,"11,222k","1,038k",1,31/3/2016,31/12/2016,26/5/2016,111.90%
10901,7471,-10.83,0,0.75,"14,124k","-33,735k",4,31/12/2015,31/12/2015,29/2/2016,4644.70%
10902,7471,0.92,0,0.86,"12,569k","2,854k",3,30/9/2015,31/12/2015,27/11/2015,166.30%
10903,7471,-2.2,0,0.85,"12,222k","-6,862k",2,30/6/2015,31/12/2015,27/8/2015,72.30%
10904,7471,-2.79,0,0.87,"12,626k","-8,696k",1,31/3/2015,31/12/2015,29/5/2015,5013%
10905,7471,-0.35,0,0.9,"15,379k","-1,081k",4,31/12/2014,31/12/2014,27/2/2015,800.80%
10906,7471,-1.38,0,0.9,"17,245k","-4,306k",3,30/9/2014,31/12/2014,27/11/2014,27.40%
10907,7471,-1.28,0,0.91,"18,839k","-3,982k",2,30/6/2014,31/12/2014,28/8/2014,1126.30%
10908,7471,0.06,0,0.93,"18,276k",177k,1,31/3/2014,31/12/2014,26/5/2014,115.50%
10909,7471,0.05,0,0.93,"23,889k",150k,4,31/12/2013,31/12/2013,28/2/2014,98.70%
10910,7471,-1.91,0,0.93,"22,646k","-5,935k",3,30/9/2013,31/12/2013,29/11/2013,193.10%
10911,7471,0.12,0,0.95,"22,045k",389k,2,30/6/2013,31/12/2013,28/8/2013,31.50%
10912,7471,-0.37,0,0.95,"22,860k","-1,141k",1,31/3/2013,31/12/2013,30/5/2013,822.20%
10913,7471,4.07,0,0.95,"15,982k","12,683k",4,31/12/2012,31/12/2012,28/2/2013,12.70%
10914,7471,-0.65,0,0.91,"46,339k","-2,025k",3,30/9/2012,31/12/2012,30/11/2012,41.90%
10915,7471,0.18,0,0.92,"38,291k",568k,2,30/6/2012,31/12/2012,30/8/2012,132%
10916,7471,0.05,0,0.92,"22,635k",158k,1,31/3/2012,31/12/2012,31/5/2012,163.20%
10917,7471,4.41,0,0.8445,"36,815k","13,732k",4,31/12/2011,31/12/2011,1/3/2012,449.60%
10918,7471,-0.46,0,1.03,"37,022k","-1,427k",3,30/9/2011,31/12/2011,30/11/2011,103.30%
10919,7471,-0.57,0,1.04,"42,993k","-1,773k",2,30/6/2011,31/12/2011,26/8/2011,88750%
10920,7471,-0.08,0,1.0447,"54,915k",-250k,1,31/3/2011,31/12/2011,31/5/2011,167.90%
10921,7471,-0.44,0,1.04,"48,848k","-1,358k",4,31/12/2010,31/12/2010,28/2/2011,158.80%
10922,7471,-0.22,0,1.08,"54,168k",-694k,3,30/9/2010,31/12/2010,29/11/2010,3755.60%
10923,7471,0,0,1.09,"43,715k",10k,2,30/6/2010,31/12/2010,30/8/2010,100.50%
10924,7471,0.11,0,1.0854,"55,886k",367k,1,31/3/2010,31/12/2010,27/5/2010,67.60%
10925,7471,0.79,0,1.08,"59,970k","2,468k",4,31/12/2009,31/12/2009,25/2/2010,144.60%
10926,7471,-0.01,0,1.09,"61,969k",-32k,3,30/9/2009,31/12/2009,24/11/2009,99.60%
10927,7471,-0.59,0,1.0813,"55,404k","-1,845k",2,30/6/2009,31/12/2009,28/8/2009,141.50%
10928,7471,0.36,0,1.0873,"49,728k","1,131k",1,31/3/2009,31/12/2009,28/5/2009,30.30%
10929,7471,-1.8,0,1.08,"61,095k","-5,607k",4,31/12/2008,31/12/2008,27/2/2009,2975.40%
10930,7471,-2.5,0,1.1011,"65,808k","-7,782k",3,30/9/2008,31/12/2008,28/11/2008,919.20%
10931,7471,-0.25,0,1.1261,"61,256k",-764k,2,30/6/2008,31/12/2008,29/8/2008,22.40%
10932,7471,0.28,0,1.1423,"61,235k",868k,1,31/3/2008,31/12/2008,27/5/2008,206.70%
10933,7471,0.22,0,0.8713,"68,839k",671k,4,31/12/2007,31/12/2007,29/2/2008,70.50%
10934,7471,0.32,0,0.8671,"64,245k",950k,3,30/9/2007,31/12/2007,29/11/2007,7.80%
10935,7471,-0.33,0,0.8639,"59,037k",-984k,2,30/6/2007,31/12/2007,27/8/2007,103.40%
10936,7471,0.09,0,0.87,"55,829k",283k,1,31/3/2007,31/12/2007,31/5/2007,99.50%
10937,7471,0.76,0,0.87,"62,863k","2,275k",4,31/12/2006,31/12/2006,28/2/2007,434.60%
10938,7471,0.32,0,0.91,"57,811k",881k,3,30/9/2006,31/12/2006,22/12/2006,18%
10939,7471,9.53,0,0.9648,"59,866k","28,704k",2,30/6/2006,31/12/2006,30/8/2006,3307.20%
10940,7471,17.97,0,1.04,"56,075k","54,132k",1,31/3/2006,31/12/2006,31/5/2006,4821.10%
10941,7471,-0.27,0,0.84,"61,748k",-827k,4,31/12/2005,31/12/2005,28/2/2006,17.80%
10942,7471,0.36,0,0.84,"55,564k","1,075k",3,30/9/2005,31/12/2005,18/11/2005,52.50%
10943,7471,-0.3,0,0.83,"48,501k",-895k,2,30/6/2005,31/12/2005,30/8/2005,161.30%
10944,7471,0.39,0,0.84,"48,273k","1,162k",1,31/3/2005,31/12/2005,26/5/2005,21.60%
10945,7471,-0.09,0,0.81,"47,099k",-256k,4,31/12/2004,31/12/2004,28/2/2005,106.40%
10946,7471,0.81,0,0.8,"44,643k","2,264k",3,30/9/2004,31/12/2004,30/11/2004,397.50%
10947,7471,0.52,0,0.79,"44,489k","1,460k",2,30/6/2004,31/12/2004,30/8/2004,518.30%
10948,7471,0.54,0,0.7993,"43,116k","1,482k",1,31/3/2004,31/12/2004,28/5/2004,670%
10949,7471,0.61,0,0.77,"43,364k","1,641k",4,31/12/2003,31/12/2003,26/2/2004,117%
10950,7471,0.11,0,0.61,"39,395k",255k,3,30/9/2003,31/12/2003,21/11/2003,108.20%
10951,7471,0.15,0,0.57,"35,998k",346k,2,30/6/2003,31/12/2003,29/8/2003,114.70%
10952,7471,0.22,0,0.51,"35,768k",464k,1,31/3/2003,31/12/2003,22/5/2003,126.20%
10953,7471,-23.8,0,0.64,"40,126k","-9,521k",4,31/12/2002,31/12/2002,28/2/2003,12.40%
10954,7471,-7.75,0,-0.3,"11,836k","-3,100k",3,30/9/2002,31/12/2002,26/11/2002,57.10%
10955,1368,8.14,8,1.81,"647,354k","67,727k",4,31/12/2018,31/12/2018,25/2/2019,79.10%
10956,1368,2.11,0,1.71,"528,327k","17,555k",3,30/9/2018,31/12/2018,29/11/2018,54.70%
10957,1368,4.02,6,1.74,"546,134k","33,405k",2,30/6/2018,31/12/2018,29/8/2018,22%
10958,1368,3.55,0,1.7,"460,790k","29,551k",1,31/3/2018,31/12/2018,23/5/2018,8.30%
10959,1368,39.06,23,1.87,"672,312k","324,811k",4,31/12/2017,31/12/2017,20/2/2018,1870%
10960,1368,4.66,0,1.62,"523,114k","38,721k",3,30/9/2017,31/12/2017,28/11/2017,24.20%
10961,1368,3.29,8,1.66,"858,913k","27,372k",2,30/6/2017,31/12/2017,22/8/2017,440.40%
10962,1368,3.28,0,1.7,"769,020k","27,283k",1,31/3/2017,31/12/2017,22/5/2017,33.10%
10963,1368,1.98,7,1.65,"856,966k","16,488k",4,31/12/2016,31/12/2016,24/2/2017,34.70%
10964,1368,6.15,0,1.61,"724,684k","51,114k",3,30/9/2016,31/12/2016,24/11/2016,26.90%
10965,1368,-0.97,0,1.55,"697,508k","-8,040k",2,30/6/2016,31/12/2016,29/8/2016,113.70%
10966,1368,2.52,0,1.49,"651,816k","20,494k",1,31/3/2016,31/12/2016,27/5/2016,44.90%
10967,1368,3.1,15,1.65,"895,246k","25,252k",4,31/12/2015,31/12/2015,29/2/2016,65.50%
10968,1368,8.59,0,1.6,"734,000k","69,903k",3,30/9/2015,31/12/2015,25/11/2015,33.40%
10969,1368,7.23,0,1.49,"794,501k","58,852k",2,30/6/2015,31/12/2015,28/8/2015,23.80%
10970,1368,4.57,0,1.48,"699,286k","37,174k",1,31/3/2015,31/12/2015,25/5/2015,27.50%
10971,1368,9.01,5,1.43,"904,399k","73,300k",4,31/12/2014,31/12/2014,27/2/2015,6.40%
10972,1368,2.57,0,1.5,"166,502k","9,343k",3,30/9/2014,31/12/2014,20/11/2014,35.80%
10973,1368,3.02,0,1.48,"164,489k","10,980k",2,30/6/2014,31/12/2014,26/8/2014,51.20%
10974,1368,2.25,0,1.55,"159,453k","8,164k",1,31/3/2014,31/12/2014,28/5/2014,29.20%
10975,1368,7.92,10,1.52,"197,182k","28,732k",4,31/12/2013,31/12/2013,28/2/2014,46.50%
10976,1368,4.01,0,1.45,"176,201k","14,555k",3,30/9/2013,31/12/2013,25/11/2013,22.50%
10977,1368,2,0,1.41,"168,284k","7,261k",2,30/6/2013,31/12/2013,28/8/2013,62.80%
10978,1368,3.18,0,1.46,"172,996k","11,533k",1,31/3/2013,31/12/2013,10/5/2013,30%
10979,1368,14.8,10,1.43,"262,546k","53,718k",4,31/12/2012,31/12/2012,25/2/2013,7.10%
10980,1368,5.17,20,1.44,"221,750k","18,777k",3,30/9/2012,31/12/2012,19/11/2012,169.90%
10981,1368,5.38,0,1.38,"217,989k","19,532k",2,30/6/2012,31/12/2012,9/8/2012,18.40%
10982,1368,4.54,0,1.39,"183,995k","16,487k",1,31/3/2012,31/12/2012,24/5/2012,16.50%
10983,1368,15.55,8,1.34,"214,835k","56,429k",4,31/12/2011,31/12/2011,29/2/2012,1841.80%
10984,1368,-7.4,0,1.18,"309,396k","-26,869k",3,30/9/2011,31/12/2011,30/11/2011,192.60%
10985,1368,4.55,0,1.26,"186,420k","16,502k",2,30/6/2011,31/12/2011,23/8/2011,49.20%
10986,1368,3.9,0,1.27,"198,188k","14,154k",1,31/3/2011,31/12/2011,6/5/2011,1.70%
10987,1368,0.8,8,1.24,"203,949k","2,906k",4,31/12/2010,31/12/2010,25/2/2011,93.20%
10988,1368,7.99,0,1.22,"230,694k","29,014k",3,30/9/2010,31/12/2010,16/11/2010,52.70%
10989,1368,8.94,0,1.16,"270,216k","32,466k",2,30/6/2010,31/12/2010,5/8/2010,134.50%
10990,1368,3.97,0,1.11,"183,987k","14,394k",1,31/3/2010,31/12/2010,5/5/2010,98.10%
10991,1368,11.73,6,1.07,"303,931k","42,569k",4,31/12/2009,31/12/2009,25/2/2010,138.30%
10992,1368,5.23,0,0.96,"197,802k","18,999k",3,30/9/2009,31/12/2009,4/11/2009,46.80%
10993,1368,3.81,0,0.9,"170,491k","13,847k",2,30/6/2009,31/12/2009,7/8/2009,14.20%
10994,1368,2,0,0.9,"140,926k","7,266k",1,31/3/2009,31/12/2009,28/4/2009,93.30%
10995,1368,4.92,4,0.86,"150,294k","17,863k",4,31/12/2008,31/12/2008,26/5/2009,54.80%
10996,1368,3.57,0,1.13,"163,153k","12,944k",3,30/9/2008,31/12/2008,6/11/2008,23.10%
10997,1368,4.45,0,1.09,"186,463k","16,144k",2,30/6/2008,31/12/2008,1/8/2008,28.20%
10998,1368,29.96,0,1.07,"168,564k","108,745k",1,31/3/2008,31/12/2008,28/5/2008,889.40%
10999,1368,3.4,0,0.82,"170,435k","11,543k",4,31/12/2007,31/12/2007,28/2/2008,11.90%
11000,1368,5,0,0.88,"191,774k","16,832k",3,30/9/2007,31/12/2007,15/11/2007,66.10%
11001,1368,3.9,0,0.83,"177,937k","12,596k",2,30/6/2007,31/12/2007,27/8/2007,49.60%
11002,1368,3.7,0,0.91,"169,566k","10,991k",1,31/3/2007,31/12/2007,24/5/2007,119.20%
11003,1368,5,0,0.87,"168,904k","14,373k",4,31/12/2006,31/12/2006,28/2/2007,98.10%
11004,1368,3.5,0,0.85,"178,332k","10,133k",3,30/9/2006,31/12/2006,23/11/2006,33.90%
11005,1368,3,0,0.88,"156,332k","8,421k",2,30/6/2006,31/12/2006,28/8/2006,993.60%
11006,1368,1.8,0,0.84,"134,239k","5,013k",1,31/3/2006,31/12/2006,25/5/2006,24.90%
11007,1368,2.7,0,1.07,"145,546k","7,257k",4,31/12/2005,31/12/2005,23/2/2006,50.10%
11008,1368,6.2,0,0.87,"118,494k","15,330k",3,30/9/2005,31/12/2005,28/11/2005,96.40%
11009,1368,0.3,0,0.81,"123,549k",770k,2,30/6/2005,31/12/2005,15/8/2005,109.30%
11010,1368,2.8,0,0.83,"114,652k","6,676k",1,31/3/2005,31/12/2005,31/5/2005,483.90%
